job_id,job_title,company,domain,location,experience_required,required_skills,job_description
JOB-0045,DevSecOps Associate,InnoWave Solutions,Cloud Computing & DevOps,Hybrid,Mid Level (2-3 yrs),"AWS, Terraform, Git, Bash Scripting, Infrastructure as Code, Kubernetes, Docker, GitHub Actions","Looking for a high-performing DevSecOps Associate to automate deployment lifecycles, manage container orchestration using AWS, Terraform, Git, Bash Scripting, and ensure 99.9% cloud infrastructure uptime. Must have strong hands-on proficiency in AWS, Terraform, Git, Bash Scripting, Infrastructure as Code, Kubernetes, Docker, GitHub Actions. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0046,Backend Developer,Quantum Digital,Full Stack & Web Development,"Lahore, PK",Mid Level (2-3 yrs),"Next.js, HTML5, WebSockets, CSS3, Git, MongoDB, Redis","Looking for a Backend Developer skilled in modern web stacks. You will collaborate with product designers, implement state management using Redux Toolkit, and develop backend microservices with Next.js, HTML5, WebSockets, CSS3. Must have strong hands-on proficiency in Next.js, HTML5, WebSockets, CSS3, Git, MongoDB, Redis. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0047,Cross-Platform Mobile Engineer,Orbital HealthTech,Mobile Application Development,"Lahore, PK",Entry Level (0-1 yrs),"Push Notifications, Flutter, REST APIs, Git, State Management (Provider/Bloc/Redux), GraphQL, Mobile Architecture, Native Modules","We are seeking a creative Cross-Platform Mobile Engineer to build high-performance mobile applications using Push Notifications, Flutter, REST APIs, Git. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Push Notifications, Flutter, REST APIs, Git, State Management (Provider/Bloc/Redux), GraphQL, Mobile Architecture, Native Modules. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0048,Quantitative Analyst,Orbital HealthTech,Data Science & Analytics,"Karachi, PK",Associate (1-2 yrs),"SQL Optimization, NumPy, XGBoost, Statistical Modeling, Power BI, Time Series Forecasting, Pandas, Spark, Git","Looking for a motivated Quantitative Analyst to join our analytics team. Key responsibilities include statistical modeling, data cleaning with SQL Optimization, NumPy, XGBoost, Statistical Modeling, and translating data into strategic recommendations. Must have strong hands-on proficiency in SQL Optimization, NumPy, XGBoost, Statistical Modeling, Power BI, Time Series Forecasting, Pandas, Spark, Git. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0049,Android Developer (Kotlin),Krypton Security,Mobile Application Development,"Lahore, PK",Associate (1-2 yrs),"Offline Storage (SQLite/Hive), Push Notifications, Firebase, State Management (Provider/Bloc/Redux), Git, Dart, Mobile UI/UX Design, JavaScript","Join our mobile engineering team as a Android Developer (Kotlin). You will design scalable client apps, publish apps to app stores, and implement offline features using Offline Storage (SQLite/Hive), Push Notifications, Firebase, State Management (Provider/Bloc/Redux). Must have strong hands-on proficiency in Offline Storage (SQLite/Hive), Push Notifications, Firebase, State Management (Provider/Bloc/Redux), Git, Dart, Mobile UI/UX Design, JavaScript. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0050,Threat Intelligence Analyst,ByteCraft Technologies,Cybersecurity & Information Security,"London, UK",Associate (1-2 yrs),"Python Scripting, Linux, Metasploit, Malware Analysis, Security Compliance (ISO/NIST), Ethical Hacking, Wireshark, Vulnerability Assessment","We are hiring a vigilant Threat Intelligence Analyst to monitor security operations, analyze intrusion alerts using Python Scripting, Linux, Metasploit, Malware Analysis, and perform vulnerability scans across enterprise systems. Must have strong hands-on proficiency in Python Scripting, Linux, Metasploit, Malware Analysis, Security Compliance (ISO/NIST), Ethical Hacking, Wireshark, Vulnerability Assessment. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0051,Web Applications Engineer,Pulse Software Studio,Full Stack & Web Development,Hybrid,Entry Level (0-1 yrs),"Redis, Docker, Express.js, SQL, Jest, Git, React, PostgreSQL","Join our agile development team as a Web Applications Engineer. You will write clean modular code using Redis, Docker, Express.js, SQL, write automated tests, and deploy scalable web apps. Must have strong hands-on proficiency in Redis, Docker, Express.js, SQL, Jest, Git, React, PostgreSQL. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0052,BI Analyst,DevTech Innovations,Data Science & Analytics,"Karachi, PK",Associate (1-2 yrs),"Feature Engineering, Time Series Forecasting, SQL Optimization, Seaborn, Hypothesis Testing, XGBoost, Data Visualization, Data Storytelling","As a BI Analyst, you will design ML pipelines using Feature Engineering, Time Series Forecasting, SQL Optimization, Seaborn, optimize database queries, and present findings using Power BI to executive leadership. Must have strong hands-on proficiency in Feature Engineering, Time Series Forecasting, SQL Optimization, Seaborn, Hypothesis Testing, XGBoost, Data Visualization, Data Storytelling. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0053,Mobile App Developer,Vanguard Systems,Mobile Application Development,"Dubai, UAE",Associate (1-2 yrs),"React Native, Dart, CI/CD for Mobile, Firebase, State Management (Provider/Bloc/Redux), JavaScript, Push Notifications, Kotlin, Swift, Flutter","Looking for a Mobile App Developer to lead cross-platform app initiatives. You will develop modern interactive UI layouts with React Native, Dart, CI/CD for Mobile, Firebase and manage local caching with Bloc State Management. Must have strong hands-on proficiency in React Native, Dart, CI/CD for Mobile, Firebase, State Management (Provider/Bloc/Redux), JavaScript, Push Notifications, Kotlin, Swift, Flutter. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0054,Platform Engineer,Pulse Software Studio,Cloud Computing & DevOps,Remote,Associate (1-2 yrs),"Docker, GitHub Actions, Helm, Networking Basics, Kubernetes, Bash Scripting, Terraform, AWS","Looking for a high-performing Platform Engineer to automate deployment lifecycles, manage container orchestration using Docker, GitHub Actions, Helm, Networking Basics, and ensure 99.9% cloud infrastructure uptime. Must have strong hands-on proficiency in Docker, GitHub Actions, Helm, Networking Basics, Kubernetes, Bash Scripting, Terraform, AWS. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0055,Cross-Platform Mobile Engineer,Quantum Digital,Mobile Application Development,Remote,Entry Level (0-1 yrs),"App Store / Play Store Deployment, GraphQL, Firebase, React Native, Mobile UI/UX Design, JavaScript, Dart, Git","We are seeking a creative Cross-Platform Mobile Engineer to build high-performance mobile applications using App Store / Play Store Deployment, GraphQL, Firebase, React Native. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in App Store / Play Store Deployment, GraphQL, Firebase, React Native, Mobile UI/UX Design, JavaScript, Dart, Git. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0056,Machine Learning Engineer,Vanguard Systems,AI & Machine Learning,Hybrid,Entry Level (0-1 yrs),"HuggingFace, Model Optimization, Transformers, Deep Learning, Python, Vector Databases, Mathematics & Linear Algebra","Seeking an innovative Machine Learning Engineer to build Generative AI and deep learning workflows. Must have experience with HuggingFace, Model Optimization, Transformers, Deep Learning and deploying models via Triton Inference Server. Must have strong hands-on proficiency in HuggingFace, Model Optimization, Transformers, Deep Learning, Python, Vector Databases, Mathematics & Linear Algebra. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0057,Software Engineer,Quantum Digital,Full Stack & Web Development,"Lahore, PK",Entry Level (0-1 yrs),"Git, Next.js, MongoDB, RESTful APIs, Express.js, PostgreSQL","Looking for a Software Engineer skilled in modern web stacks. You will collaborate with product designers, implement state management using Docker, and develop backend microservices with Git, Next.js, MongoDB, RESTful APIs. Must have strong hands-on proficiency in Git, Next.js, MongoDB, RESTful APIs, Express.js, PostgreSQL. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0058,Data Scientist,CyberGuard Solutions,Data Science & Analytics,Hybrid,Mid Level (2-3 yrs),"Scikit-Learn, XGBoost, Statistical Modeling, Hypothesis Testing, Airflow, Seaborn","We are seeking a Data Scientist with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using Scikit-Learn, XGBoost, Statistical Modeling, Hypothesis Testing, and build dashboards in Tableau for stakeholders. Must have strong hands-on proficiency in Scikit-Learn, XGBoost, Statistical Modeling, Hypothesis Testing, Airflow, Seaborn. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0059,Cross-Platform Mobile Engineer,Starlight Media Labs,Mobile Application Development,"Dubai, UAE",Mid Level (2-3 yrs),"React Native, JavaScript, Firebase, State Management (Provider/Bloc/Redux), Offline Storage (SQLite/Hive), Kotlin, Git, App Store / Play Store Deployment, GraphQL","We are seeking a creative Cross-Platform Mobile Engineer to build high-performance mobile applications using React Native, JavaScript, Firebase, State Management (Provider/Bloc/Redux). You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in React Native, JavaScript, Firebase, State Management (Provider/Bloc/Redux), Offline Storage (SQLite/Hive), Kotlin, Git, App Store / Play Store Deployment, GraphQL. Experience with Mid Level (2-3 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0060,Data Scientist,Pulse Software Studio,Data Science & Analytics,"Dubai, UAE",Entry Level (0-1 yrs),"Feature Engineering, Statistical Modeling, Python, Exploratory Data Analysis, Git, Data Storytelling, Snowflake, Data Visualization","Looking for a motivated Data Scientist to join our analytics team. Key responsibilities include statistical modeling, data cleaning with Feature Engineering, Statistical Modeling, Python, Exploratory Data Analysis, and translating data into strategic recommendations. Must have strong hands-on proficiency in Feature Engineering, Statistical Modeling, Python, Exploratory Data Analysis, Git, Data Storytelling, Snowflake, Data Visualization. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
