id,type,track,topic,skill,difficulty,question,expected_answer_points,rubric_5,follow_up
Q-GEN-0044,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Easy,What key best practices and metrics should an engineering team monitor when deploying features utilizing Loss Functions?,Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0045,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Medium,"How would you explain Loss Functions to a junior engineer, and what are its key architectural components (Cross-Entropy vs MSE, Hinge Loss, Focal Loss for imbalanced data)?",Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0046,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Medium,"In a high-scale production system, what common pitfalls arise when implementing Loss Functions, and how do you mitigate them?",Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0047,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Medium,"Can you compare Loss Functions with alternative approaches, detailing the specific performance and maintainability trade-offs?",Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0048,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Medium,Walk me through how you would troubleshoot a performance bottleneck related to Loss Functions in an enterprise application.,Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0049,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Medium,What key best practices and metrics should an engineering team monitor when deploying features utilizing Loss Functions?,Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0050,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Hard,"How would you explain Loss Functions to a junior engineer, and what are its key architectural components (Cross-Entropy vs MSE, Hinge Loss, Focal Loss for imbalanced data)?",Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0051,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Hard,"In a high-scale production system, what common pitfalls arise when implementing Loss Functions, and how do you mitigate them?",Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0052,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Hard,"Can you compare Loss Functions with alternative approaches, detailing the specific performance and maintainability trade-offs?",Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0053,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Hard,Walk me through how you would troubleshoot a performance bottleneck related to Loss Functions in an enterprise application.,Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0054,Technical,AI & Machine Learning,Loss Functions,Deep Learning,Hard,What key best practices and metrics should an engineering team monitor when deploying features utilizing Loss Functions?,Mastery of Cross-Entropy vs MSE | Mastery of Hinge Loss | Mastery of Focal Loss for imbalanced data | Mastery of Differentiability | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Loss Functions fundamentals, discusses Cross-Entropy vs MSE and Hinge Loss, and recognizes production constraints.","If you had to scale or optimize Loss Functions under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0055,Technical,AI & Machine Learning,Optimization Algorithms,Deep Learning,Easy,"How would you explain Optimization Algorithms to a junior engineer, and what are its key architectural components (Adam vs SGD with Momentum, RMSprop, Learning rate scheduling)?",Mastery of Adam vs SGD with Momentum | Mastery of RMSprop | Mastery of Learning rate scheduling | Mastery of Weight decay | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates Optimization Algorithms fundamentals, discusses Adam vs SGD with Momentum and RMSprop, and recognizes production constraints.","If you had to scale or optimize Optimization Algorithms under 10x traffic volume, what would be your first engineering step?"
